Age,Gender,Income,State,Education,Occupation,Category,Disability_Status,Employment_Status,Rural_Urban,Marital_Status,Farmer_Status,Student_Status,BPL_Status,Minority_Status,Recommended_Scheme
63,female,34392,kerala,primary,farmer,ews,no,retired,rural,married,no,no,yes,no,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
30,male,0,maharashtra,10th,laborer,ews,no,self-employed,rural,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 36
52,male,8379,rajasthan,graduate,retired,sc,no,self-employed,rural,married,no,no,no,yes,National Farmer Scheme - Phase 78
20,male,52672,bihar,12th,unemployed,ews,yes,self-employed,rural,single,no,no,no,no,Senior Citizen Financial Security - Pension 27
40,female,0,kerala,illiterate,farmer,sc,no,self-employed,urban,married,no,no,yes,no,Kisan Credit Card (KCC) Scheme
40,male,7758,uttar pradesh,primary,retired,obc,no,self-employed,urban,widowed,yes,no,yes,no,PM Kisan Maan-Dhan Yojana (PM-KMY)
25,male,5748,andhra pradesh,primary,farmer,general,no,self-employed,rural,married,no,no,yes,yes,National Farmer Scheme - Phase 44
18,female,5796,tamil nadu,10th,farmer,general,no,unemployed,urban,married,yes,no,yes,no,National Farmer Scheme - Phase 31
53,male,8260,uttar pradesh,10th,retired,ews,no,self-employed,rural,married,no,no,yes,no,Social Welfare Security Scheme - Support 91
51,male,4894,andhra pradesh,12th,farmer,sc,no,employed,urban,married,no,no,no,yes,Ayushman Swasthya Suraksha - Yojana 92
32,female,0,kerala,12th,farmer,sc,no,employed,rural,single,no,no,yes,no,National Farmer Scheme - Phase 86
48,female,0,uttar pradesh,illiterate,farmer,ews,no,employed,urban,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 66
54,female,6174,west bengal,12th,farmer,obc,no,unemployed,rural,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 60
48,female,9368,andhra pradesh,primary,retired,sc,no,student,rural,married,no,no,yes,yes,Ayushman Swasthya Suraksha - Yojana 77
53,female,4035,kerala,post graduate,farmer,obc,no,retired,rural,married,no,no,no,yes,Skill Upgradation and Vocational Loan - Plan 74
35,female,0,punjab,graduate,unemployed,st,no,unemployed,rural,married,no,no,yes,no,Skill Upgradation and Vocational Loan - Plan 54
28,male,9998,gujarat,illiterate,farmer,sc,no,self-employed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 36
43,female,5085,rajasthan,10th,farmer,obc,no,self-employed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 89
33,female,0,karnataka,graduate,retired,general,no,employed,urban,married,yes,no,no,yes,National Farmer Scheme - Phase 44
22,female,6500,madhya pradesh,illiterate,farmer,ews,no,self-employed,rural,married,yes,no,no,no,Social Welfare Security Scheme - Support 100
30,male,11443,madhya pradesh,illiterate,retired,obc,no,self-employed,rural,married,yes,no,yes,no,Merit-cum-Means Post Matric Support - Program 41
37,female,8817,maharashtra,12th,farmer,obc,no,unemployed,rural,married,yes,no,no,no,Post Matric Scholarship Scheme for OBC Students
31,male,7992,rajasthan,post graduate,farmer,general,no,unemployed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 98
39,female,0,west bengal,10th,unemployed,general,no,unemployed,urban,married,yes,no,yes,no,National Farmer Scheme - Phase 44
29,female,6542,kerala,10th,farmer,ews,no,self-employed,rural,married,yes,no,no,yes,Skill Upgradation and Vocational Loan - Plan 82
37,female,7805,kerala,graduate,farmer,general,no,self-employed,rural,married,no,no,yes,no,National Farmer Scheme - Phase 78
48,male,7206,kerala,post graduate,farmer,obc,no,unemployed,rural,married,no,no,yes,yes,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
46,male,0,bihar,12th,retired,obc,no,self-employed,rural,married,yes,no,yes,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
32,male,0,maharashtra,12th,laborer,ews,no,self-employed,rural,single,no,no,no,yes,National Farmer Scheme - Phase 78
30,male,6087,uttar pradesh,primary,farmer,sc,no,self-employed,rural,married,yes,no,yes,no,PM Krishi Sinchayee Yojana (PMKSY)
40,male,5997,punjab,illiterate,farmer,obc,no,self-employed,urban,single,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 71
59,male,4885,tamil nadu,illiterate,unemployed,obc,no,unemployed,urban,married,no,no,yes,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
48,female,5044,bihar,primary,unemployed,obc,no,self-employed,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 35
67,female,5249,kerala,graduate,retired,obc,no,self-employed,rural,married,yes,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
61,female,6999,bihar,10th,farmer,obc,no,retired,urban,married,yes,yes,yes,no,Senior Citizen Financial Security - Pension 80
57,female,4858,bihar,graduate,farmer,obc,no,self-employed,urban,married,yes,no,yes,no,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
56,male,5410,uttar pradesh,illiterate,unemployed,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 86
51,male,7317,gujarat,10th,farmer,ews,no,retired,urban,divorced,no,no,no,no,Awas Sahayata Gramin - Allocation 67
31,female,0,madhya pradesh,10th,retired,ews,no,self-employed,rural,single,no,no,no,no,National Farmer Scheme - Phase 28
37,female,0,karnataka,illiterate,farmer,general,no,unemployed,urban,married,yes,no,yes,yes,Pradhan Mantri Fasal Bima Yojana (PMFBY)
25,male,0,maharashtra,primary,unemployed,obc,no,self-employed,rural,married,no,no,no,no,Social Welfare Security Scheme - Support 30
38,male,0,tamil nadu,10th,retired,st,yes,retired,rural,married,no,no,no,no,National Farmer Scheme - Phase 78
72,male,0,karnataka,primary,farmer,obc,no,self-employed,rural,married,yes,no,yes,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
39,male,14293,maharashtra,graduate,farmer,obc,no,self-employed,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 36
41,male,9368,rajasthan,primary,farmer,general,no,self-employed,urban,single,yes,no,no,no,Social Welfare Security Scheme - Support 100
37,male,5796,kerala,10th,retired,ews,no,self-employed,rural,married,no,yes,yes,yes,Pradhan Mantri Matru Vandana Yojana (PMMVY)
26,female,0,gujarat,primary,farmer,obc,no,self-employed,rural,married,no,no,yes,yes,PM Krishi Sinchayee Yojana (PMKSY)
64,female,0,kerala,post graduate,student,ews,no,self-employed,rural,divorced,no,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
35,female,6207,uttar pradesh,12th,farmer,general,no,retired,rural,single,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 26
30,male,13927,karnataka,graduate,retired,obc,no,self-employed,rural,married,yes,no,no,no,Awas Sahayata Gramin - Allocation 75
29,male,4181,uttar pradesh,graduate,farmer,obc,no,self-employed,rural,divorced,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 92
66,male,9361,gujarat,10th,farmer,obc,yes,self-employed,rural,married,no,no,yes,no,National Farmer Scheme - Phase 78
39,male,50486,rajasthan,10th,retired,general,no,student,urban,single,yes,no,yes,no,Senior Citizen Financial Security - Pension 72
50,female,0,karnataka,illiterate,unemployed,general,no,retired,rural,single,no,no,no,no,National Farmer Scheme - Phase 28
51,female,12782,rajasthan,post graduate,retired,general,no,unemployed,urban,married,yes,no,no,yes,Senior Citizen Financial Security - Pension 57
78,male,7529,tamil nadu,illiterate,unemployed,sc,no,unemployed,urban,married,no,no,no,no,Kisan Credit Card (KCC) Scheme
60,male,10921,madhya pradesh,post graduate,student,obc,no,retired,urban,widowed,yes,no,no,no,Senior Citizen Financial Security - Pension 60
55,male,6598,uttar pradesh,primary,farmer,obc,no,self-employed,rural,married,no,no,yes,no,PM Krishi Sinchayee Yojana (PMKSY)
42,female,6245,andhra pradesh,graduate,farmer,general,no,self-employed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 77
43,male,13250,andhra pradesh,primary,business owner,obc,no,employed,urban,married,yes,no,yes,no,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
56,female,9652,west bengal,12th,unemployed,obc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 84
33,male,0,kerala,12th,farmer,general,no,self-employed,rural,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 72
61,female,0,bihar,illiterate,retired,general,no,self-employed,rural,divorced,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
32,male,5992,tamil nadu,graduate,retired,st,no,unemployed,rural,married,no,no,yes,no,Social Welfare Security Scheme - Support 100
40,female,6309,gujarat,graduate,unemployed,ews,no,unemployed,rural,married,no,no,no,no,Awas Sahayata Gramin - Allocation 56
39,male,23726,gujarat,graduate,unemployed,ews,no,employed,rural,single,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 71
38,male,6854,west bengal,primary,unemployed,obc,no,unemployed,urban,married,yes,no,no,no,Mo Ghara Yojana (Odisha Housing Scheme)
30,female,10755,tamil nadu,post graduate,retired,obc,no,unemployed,rural,married,no,no,yes,no,National Farmer Scheme - Phase 28
44,male,0,rajasthan,12th,farmer,obc,no,retired,rural,married,no,no,no,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
35,male,6158,madhya pradesh,illiterate,unemployed,st,no,self-employed,urban,divorced,yes,no,no,no,Senior Citizen Financial Security - Pension 57
48,male,22026,kerala,illiterate,farmer,general,no,unemployed,urban,married,yes,no,no,yes,National Farmer Scheme - Phase 49
72,female,4881,uttar pradesh,post graduate,farmer,ews,no,self-employed,urban,married,yes,no,no,no,Senior Citizen Financial Security - Pension 27
58,female,24277,bihar,12th,laborer,general,no,retired,urban,married,no,no,yes,no,Senior Citizen Financial Security - Pension 80
42,male,6600,madhya pradesh,10th,farmer,obc,no,student,urban,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 59
72,female,0,andhra pradesh,primary,unemployed,obc,no,self-employed,rural,married,no,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
60,female,7959,andhra pradesh,10th,unemployed,st,no,self-employed,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 57
30,female,13324,andhra pradesh,12th,unemployed,obc,no,self-employed,rural,married,no,no,no,no,Kisan Credit Card (KCC) Scheme
32,female,0,karnataka,post graduate,retired,obc,no,retired,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 92
54,female,7882,punjab,12th,unemployed,ews,no,self-employed,rural,married,no,no,yes,no,National Farmer Scheme - Phase 86
43,male,4558,gujarat,graduate,student,st,no,self-employed,urban,married,no,no,no,no,Social Welfare Security Scheme - Support 30
25,female,7721,tamil nadu,illiterate,retired,general,no,unemployed,rural,married,yes,no,yes,no,PM Garib Kalyan Anna Yojana (PMGKAY)
61,male,6500,tamil nadu,illiterate,farmer,st,no,self-employed,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 27
67,female,13312,rajasthan,illiterate,farmer,obc,no,employed,urban,married,yes,no,no,no,National Farmer Scheme - Phase 73
63,male,59241,tamil nadu,illiterate,business owner,st,no,self-employed,urban,widowed,no,no,no,no,Mo Ghara Yojana (Odisha Housing Scheme)
67,male,40252,rajasthan,10th,retired,st,no,retired,rural,married,yes,no,yes,no,Maulana Azad National Fellowship for Minorities
45,female,11955,kerala,illiterate,farmer,obc,no,unemployed,urban,single,no,no,yes,yes,National Farmer Scheme - Phase 86
36,female,0,andhra pradesh,12th,retired,sc,no,student,rural,single,no,no,yes,no,Senior Citizen Financial Security - Pension 69
23,female,11446,uttar pradesh,primary,farmer,ews,no,unemployed,rural,married,no,no,no,no,Social Welfare Security Scheme - Support 91
33,male,10322,punjab,illiterate,unemployed,ews,no,self-employed,rural,married,no,yes,no,no,Awas Sahayata Gramin - Allocation 75
32,female,18238,rajasthan,primary,unemployed,general,no,self-employed,rural,married,yes,no,yes,no,Awas Sahayata Gramin - Allocation 85
66,male,6523,west bengal,illiterate,farmer,obc,no,retired,rural,married,no,no,yes,yes,Mo Ghara Yojana (Odisha Housing Scheme)
39,male,8241,karnataka,10th,retired,sc,no,self-employed,rural,married,yes,no,yes,yes,Senior Citizen Financial Security - Pension 27
52,male,6197,gujarat,primary,unemployed,general,no,retired,rural,widowed,no,no,no,no,Senior Citizen Financial Security - Pension 60
66,male,5653,punjab,primary,farmer,st,no,self-employed,urban,married,yes,no,yes,no,Social Welfare Security Scheme - Support 100
80,female,7934,rajasthan,primary,farmer,obc,no,unemployed,rural,married,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
29,male,10749,bihar,graduate,government employee,ews,yes,self-employed,urban,married,yes,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
49,male,5997,tamil nadu,graduate,retired,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 73
48,female,5085,uttar pradesh,12th,retired,obc,no,self-employed,rural,single,yes,no,no,no,National Farmer Scheme - Phase 28
42,female,9317,madhya pradesh,post graduate,retired,general,no,employed,urban,married,no,no,yes,no,PM Garib Kalyan Anna Yojana (PMGKAY)
20,female,9554,gujarat,12th,farmer,st,no,employed,rural,married,yes,no,no,no,Pradhan Mantri Awas Yojana - Gramin (PMAY-G)
55,male,73066,madhya pradesh,post graduate,farmer,sc,no,student,urban,married,yes,no,no,no,National Farmer Scheme - Phase 49
60,female,4645,rajasthan,10th,farmer,ews,no,self-employed,urban,married,yes,no,no,no,Senior Citizen Financial Security - Pension 60
62,female,4991,bihar,12th,laborer,sc,no,self-employed,rural,married,yes,no,no,no,Senior Citizen Financial Security - Pension 80
52,female,6885,andhra pradesh,illiterate,farmer,general,no,unemployed,rural,married,yes,no,no,no,Central Sector Scheme of Scholarship for College and University Students
32,male,4858,gujarat,12th,retired,obc,no,student,rural,married,yes,no,yes,no,Social Welfare Security Scheme - Support 79
30,female,5404,west bengal,10th,retired,general,no,unemployed,rural,married,no,no,yes,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
36,female,9556,rajasthan,primary,farmer,sc,no,unemployed,urban,married,no,no,yes,no,Skill Upgradation and Vocational Loan - Plan 54
65,male,5229,kerala,graduate,farmer,sc,no,self-employed,urban,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 89
31,female,14373,tamil nadu,10th,retired,ews,no,self-employed,rural,single,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 71
44,female,12742,andhra pradesh,12th,farmer,sc,no,self-employed,rural,single,no,no,no,yes,PM Krishi Sinchayee Yojana (PMKSY)
43,male,9317,tamil nadu,12th,laborer,obc,yes,student,rural,married,no,no,yes,no,PM Garib Kalyan Anna Yojana (PMGKAY)
31,male,0,maharashtra,10th,farmer,ews,no,self-employed,rural,married,no,no,no,no,Awas Sahayata Gramin - Allocation 58
60,male,6141,punjab,12th,farmer,ews,no,self-employed,rural,widowed,no,yes,no,no,National Farmer Scheme - Phase 31
30,male,0,madhya pradesh,graduate,unemployed,obc,no,self-employed,rural,married,yes,no,no,no,Stand-Up India Scheme
62,male,47878,bihar,primary,student,obc,no,unemployed,rural,married,yes,no,no,yes,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
57,female,0,andhra pradesh,illiterate,unemployed,sc,no,employed,urban,married,no,no,no,no,National Farmer Scheme - Phase 73
41,male,9147,karnataka,primary,unemployed,sc,no,unemployed,rural,divorced,yes,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
47,male,5410,gujarat,12th,unemployed,obc,no,retired,urban,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 89
48,female,0,uttar pradesh,illiterate,private employee,obc,no,retired,urban,divorced,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 98
32,male,0,gujarat,12th,farmer,sc,no,self-employed,rural,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 98
33,male,5653,gujarat,10th,farmer,obc,no,self-employed,rural,single,yes,no,yes,no,PM Krishi Sinchayee Yojana (PMKSY)
68,female,7432,kerala,primary,farmer,general,no,retired,rural,single,yes,no,yes,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
33,female,14109,bihar,primary,retired,ews,no,self-employed,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 92
61,female,5229,madhya pradesh,10th,farmer,sc,no,self-employed,urban,married,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 92
38,female,5796,kerala,graduate,unemployed,obc,yes,self-employed,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 94
39,male,0,tamil nadu,12th,laborer,general,no,retired,rural,married,no,no,no,yes,Awas Sahayata Gramin - Allocation 67
62,female,61076,uttar pradesh,illiterate,retired,ews,no,self-employed,rural,married,no,no,yes,no,National Farmer Scheme - Phase 44
39,female,7529,tamil nadu,10th,retired,general,yes,retired,rural,married,yes,no,yes,yes,Senior Citizen Financial Security - Pension 69
31,female,8230,uttar pradesh,12th,farmer,sc,no,retired,rural,single,yes,no,yes,no,Social Welfare Security Scheme - Support 99
28,female,13713,west bengal,10th,unemployed,sc,no,unemployed,rural,divorced,no,no,no,yes,Ayushman Swasthya Suraksha - Yojana 59
29,male,7828,karnataka,primary,farmer,general,no,retired,rural,married,no,no,no,no,Awas Sahayata Gramin - Allocation 56
56,female,10166,gujarat,graduate,business owner,obc,no,retired,urban,married,yes,no,yes,no,PM Kisan Maan-Dhan Yojana (PM-KMY)
39,female,7160,maharashtra,primary,farmer,general,yes,self-employed,urban,single,yes,no,no,no,National Farmer Scheme - Phase 78
28,male,0,punjab,illiterate,farmer,st,no,employed,rural,married,yes,no,no,no,Social Welfare Security Scheme - Support 99
33,male,19276,gujarat,illiterate,private employee,obc,no,retired,rural,married,no,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
32,male,7902,karnataka,primary,farmer,general,no,employed,urban,married,no,no,yes,no,PM Krishi Sinchayee Yojana (PMKSY)
62,female,6849,andhra pradesh,12th,farmer,ews,no,unemployed,urban,married,yes,no,no,no,Kisan Credit Card (KCC) Scheme
72,female,5878,punjab,graduate,farmer,obc,no,unemployed,rural,married,no,no,no,no,Awas Sahayata Gramin - Allocation 56
40,male,17112,punjab,primary,farmer,obc,no,unemployed,urban,married,no,no,no,no,Skill Upgradation and Vocational Loan - Plan 54
56,male,0,west bengal,12th,retired,ews,no,unemployed,urban,married,no,no,no,no,National Farmer Scheme - Phase 44
34,male,0,punjab,graduate,farmer,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 57
55,female,7394,punjab,10th,farmer,st,no,unemployed,urban,married,no,no,no,yes,Stand-Up India Scheme
42,male,0,gujarat,graduate,retired,obc,no,self-employed,rural,married,yes,no,no,no,Kanya Sumangala Yojana (Uttar Pradesh)
35,female,11776,madhya pradesh,illiterate,retired,ews,no,unemployed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 94
25,female,10007,kerala,graduate,farmer,obc,no,unemployed,rural,married,no,no,no,yes,Ayushman Swasthya Suraksha - Yojana 98
48,female,10719,bihar,illiterate,retired,general,no,self-employed,rural,single,no,no,yes,yes,Stand-Up India Scheme
63,male,11704,madhya pradesh,illiterate,retired,general,no,unemployed,rural,married,yes,no,yes,no,Mo Ghara Yojana (Odisha Housing Scheme)
40,female,0,karnataka,graduate,laborer,general,no,employed,rural,married,yes,no,no,no,Senior Citizen Financial Security - Pension 72
33,female,7112,andhra pradesh,12th,unemployed,ews,no,employed,rural,divorced,yes,no,yes,no,Senior Citizen Financial Security - Pension 80
23,male,13736,west bengal,10th,farmer,obc,no,self-employed,urban,married,yes,no,yes,no,Social Welfare Security Scheme - Support 37
57,female,5748,karnataka,primary,unemployed,sc,no,unemployed,rural,single,yes,no,no,yes,Social Welfare Security Scheme - Support 100
39,male,5249,gujarat,12th,unemployed,obc,no,self-employed,rural,single,yes,no,yes,no,Social Welfare Security Scheme - Support 30
67,male,12551,gujarat,graduate,farmer,sc,no,retired,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 95
27,male,11128,west bengal,illiterate,laborer,general,no,retired,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 71
25,male,25780,tamil nadu,primary,farmer,sc,no,self-employed,urban,married,no,no,no,no,Mo Ghara Yojana (Odisha Housing Scheme)
31,female,0,rajasthan,10th,unemployed,obc,no,self-employed,rural,married,yes,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
49,female,0,andhra pradesh,illiterate,farmer,obc,no,employed,rural,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 94
41,male,11369,karnataka,graduate,retired,general,no,self-employed,urban,married,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 92
45,male,53026,punjab,graduate,retired,general,yes,self-employed,rural,married,no,no,yes,no,Senior Citizen Financial Security - Pension 84
78,male,12941,punjab,graduate,laborer,st,no,self-employed,urban,divorced,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 92
63,female,5992,rajasthan,illiterate,farmer,general,no,unemployed,rural,married,no,no,no,no,Ayushman Swasthya Suraksha - Yojana 98
47,female,64878,kerala,illiterate,farmer,obc,no,self-employed,rural,married,yes,no,no,no,National Farmer Scheme - Phase 86
73,male,19710,rajasthan,12th,retired,obc,no,employed,rural,married,no,no,no,yes,National Farmer Scheme - Phase 73
27,male,84792,madhya pradesh,illiterate,farmer,sc,no,unemployed,rural,married,no,no,yes,yes,Ayushman Swasthya Suraksha - Yojana 89
32,female,7972,gujarat,10th,farmer,general,no,unemployed,rural,married,no,no,no,no,Deendayal Disabled Rehabilitation Scheme (DDRS)
29,female,13312,west bengal,illiterate,retired,general,no,self-employed,rural,married,yes,no,yes,no,PM Kisan Maan-Dhan Yojana (PM-KMY)
67,male,0,andhra pradesh,primary,student,general,no,self-employed,rural,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 88
56,female,4645,madhya pradesh,12th,laborer,obc,no,self-employed,rural,married,yes,no,no,yes,Skill Upgradation and Vocational Loan - Plan 82
74,female,15739,west bengal,10th,business owner,obc,no,self-employed,urban,married,no,no,no,yes,Senior Citizen Financial Security - Pension 66
57,male,8169,gujarat,10th,laborer,sc,no,unemployed,rural,married,yes,no,yes,no,National Farmer Scheme - Phase 86
60,male,0,rajasthan,10th,farmer,obc,no,employed,urban,married,no,no,no,no,Social Welfare Security Scheme - Support 91
55,male,0,madhya pradesh,12th,unemployed,obc,no,student,rural,single,yes,no,no,no,Social Welfare Security Scheme - Support 99
78,female,5970,tamil nadu,primary,laborer,obc,no,employed,rural,widowed,yes,no,no,yes,Ayushman Swasthya Suraksha - Yojana 94
41,female,8882,kerala,illiterate,unemployed,st,no,self-employed,rural,married,no,no,no,no,Pradhan Mantri Matru Vandana Yojana (PMMVY)
44,female,10799,punjab,graduate,farmer,general,no,unemployed,rural,married,no,no,no,no,Social Welfare Security Scheme - Support 100
50,male,0,karnataka,primary,private employee,obc,no,self-employed,rural,married,yes,no,yes,no,Awas Sahayata Gramin - Allocation 58
50,male,6174,bihar,primary,retired,general,yes,self-employed,rural,divorced,yes,no,yes,no,National Farmer Scheme - Phase 28
47,female,4118,andhra pradesh,12th,laborer,sc,no,employed,rural,married,no,no,yes,no,Stand-Up India Scheme
40,male,5410,west bengal,post graduate,retired,obc,no,self-employed,urban,married,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 94
32,female,6415,karnataka,10th,student,obc,yes,self-employed,rural,married,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 65
43,female,14336,bihar,graduate,farmer,obc,no,unemployed,rural,married,yes,no,yes,no,PM Krishi Sinchayee Yojana (PMKSY)
65,female,6291,rajasthan,10th,farmer,sc,no,self-employed,rural,married,no,no,yes,no,Senior Citizen Financial Security - Pension 72
32,male,7959,rajasthan,primary,retired,general,no,unemployed,urban,married,yes,no,yes,yes,Senior Citizen Financial Security - Pension 35
60,female,7934,maharashtra,12th,laborer,obc,no,unemployed,rural,divorced,yes,no,no,yes,Awas Sahayata Gramin - Allocation 58
33,female,9308,rajasthan,10th,unemployed,ews,yes,self-employed,rural,single,no,no,yes,yes,National Farmer Scheme - Phase 28
24,male,14077,maharashtra,graduate,unemployed,ews,no,self-employed,rural,married,yes,yes,yes,no,Ayushman Swasthya Suraksha - Yojana 89
28,male,47440,rajasthan,12th,farmer,st,no,self-employed,rural,divorced,no,no,no,no,PM Kisan Maan-Dhan Yojana (PM-KMY)
61,male,0,rajasthan,10th,farmer,sc,no,employed,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 27
50,female,0,west bengal,primary,retired,sc,no,employed,rural,widowed,yes,no,no,no,Ayushman Swasthya Suraksha - Yojana 89
39,female,14293,maharashtra,10th,unemployed,general,no,self-employed,rural,married,yes,no,no,no,PM Kisan Maan-Dhan Yojana (PM-KMY)
27,male,14336,uttar pradesh,primary,farmer,ews,no,self-employed,rural,single,yes,no,yes,yes,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
65,female,0,uttar pradesh,illiterate,retired,obc,no,self-employed,urban,married,no,no,yes,yes,Ayushman Swasthya Suraksha - Yojana 89
40,male,10510,rajasthan,12th,farmer,obc,no,unemployed,rural,widowed,yes,no,no,no,Senior Citizen Financial Security - Pension 72
26,female,6174,uttar pradesh,primary,retired,sc,no,self-employed,rural,married,no,yes,no,no,Ayushman Swasthya Suraksha - Yojana 98
78,female,22659,west bengal,10th,farmer,obc,yes,employed,rural,widowed,no,no,yes,no,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
26,male,10467,rajasthan,illiterate,student,ews,no,unemployed,rural,married,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 98
32,female,8595,madhya pradesh,illiterate,retired,obc,no,unemployed,urban,married,no,no,yes,no,Social Welfare Security Scheme - Support 100
38,male,0,rajasthan,12th,laborer,obc,no,employed,rural,married,yes,no,yes,no,Senior Citizen Financial Security - Pension 60
62,male,14013,karnataka,illiterate,farmer,obc,no,employed,rural,divorced,yes,no,no,no,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
28,male,4612,rajasthan,graduate,retired,obc,no,self-employed,rural,married,no,no,no,no,National Farmer Scheme - Phase 44
36,male,4489,punjab,post graduate,retired,obc,no,student,urban,married,no,no,no,no,National Farmer Scheme - Phase 44
52,female,0,punjab,12th,retired,obc,no,self-employed,rural,divorced,no,no,no,no,Senior Citizen Financial Security - Pension 80
43,female,5085,uttar pradesh,post graduate,farmer,obc,no,self-employed,urban,married,no,no,no,no,Senior Citizen Financial Security - Pension 88
40,female,5992,bihar,graduate,farmer,general,no,self-employed,rural,married,yes,no,yes,no,Ayushman Swasthya Suraksha - Yojana 36
38,male,18529,west bengal,primary,retired,obc,no,self-employed,rural,married,no,no,no,no,Senior Citizen Financial Security - Pension 84
62,male,10025,gujarat,12th,laborer,obc,no,self-employed,rural,married,yes,no,yes,no,National Farmer Scheme - Phase 28
48,male,18049,bihar,illiterate,farmer,general,no,self-employed,urban,married,yes,no,no,no,National Farmer Scheme - Phase 73
51,male,11971,kerala,primary,laborer,ews,no,retired,rural,married,yes,no,yes,no,National Farmer Scheme - Phase 86
33,female,4181,andhra pradesh,12th,farmer,ews,no,unemployed,rural,single,no,no,yes,no,Ayushman Swasthya Suraksha - Yojana 89
39,male,0,uttar pradesh,primary,unemployed,general,no,self-employed,rural,married,yes,no,no,no,Senior Citizen Financial Security - Pension 66
76,male,7112,andhra pradesh,illiterate,retired,general,no,unemployed,urban,married,no,no,no,no,National Farmer Scheme - Phase 73
37,male,14373,rajasthan,10th,retired,sc,no,employed,urban,married,no,no,no,no,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
31,female,7374,kerala,primary,retired,st,no,self-employed,rural,divorced,yes,no,yes,no,Kisan Credit Card (KCC) Scheme
18,male,6598,maharashtra,12th,retired,obc,no,retired,rural,married,yes,no,no,no,Pradhan Mantri Fasal Bima Yojana (PMFBY)
