Age,Income,Occupation,Gender,Category,Recommended_Scheme
56,0,unemployed,male,obc,Social Welfare Security Scheme - Support 91
56,0,unemployed,male,obc,Ayushman Swasthya Suraksha - Yojana 92
56,0,unemployed,male,obc,Ayushman Swasthya Suraksha - Yojana 94
56,0,unemployed,male,obc,Ayushman Swasthya Suraksha - Yojana 98
56,0,unemployed,male,obc,Social Welfare Security Scheme - Support 99
56,0,unemployed,male,obc,Social Welfare Security Scheme - Support 100
34,11406,farmer,female,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
34,11406,farmer,female,obc,PM Krishi Sinchayee Yojana (PMKSY)
34,11406,farmer,female,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
34,11406,farmer,female,obc,Kisan Credit Card (KCC) Scheme
34,11406,farmer,female,obc,PM Kisan Maan-Dhan Yojana (PM-KMY)
34,11406,farmer,female,obc,National Farmer Scheme - Phase 28
34,11406,farmer,female,obc,National Farmer Scheme - Phase 44
34,11406,farmer,female,obc,National Farmer Scheme - Phase 49
34,11406,farmer,female,obc,National Farmer Scheme - Phase 73
34,11406,farmer,female,obc,National Farmer Scheme - Phase 78
34,11406,farmer,female,obc,National Farmer Scheme - Phase 86
34,11406,farmer,female,obc,National Farmer Scheme - Phase 93
34,8834,farmer,male,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
34,8834,farmer,male,obc,PM Krishi Sinchayee Yojana (PMKSY)
34,8834,farmer,male,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
34,8834,farmer,male,obc,Kisan Credit Card (KCC) Scheme
34,8834,farmer,male,obc,PM Kisan Maan-Dhan Yojana (PM-KMY)
34,8834,farmer,male,obc,National Farmer Scheme - Phase 28
34,8834,farmer,male,obc,National Farmer Scheme - Phase 31
34,8834,farmer,male,obc,National Farmer Scheme - Phase 44
34,8834,farmer,male,obc,National Farmer Scheme - Phase 73
34,8834,farmer,male,obc,National Farmer Scheme - Phase 78
34,8834,farmer,male,obc,National Farmer Scheme - Phase 86
28,71231,government employee,male,general,Deendayal Disabled Rehabilitation Scheme (DDRS)
23,0,student,female,general,Central Sector Scheme of Scholarship for College and University Students
23,0,student,female,general,Pragati Scholarship Scheme for Girls
23,0,student,female,general,Merit-cum-Means Post Matric Support - Program 63
66,18232,retired,male,sc,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 27
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 35
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 57
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 60
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 66
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 69
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 72
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 80
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 84
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 88
66,18232,retired,male,sc,Senior Citizen Financial Security - Pension 95
54,11773,farmer,female,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
54,11773,farmer,female,obc,PM Krishi Sinchayee Yojana (PMKSY)
54,11773,farmer,female,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
54,11773,farmer,female,obc,Kisan Credit Card (KCC) Scheme
54,11773,farmer,female,obc,National Farmer Scheme - Phase 28
54,11773,farmer,female,obc,National Farmer Scheme - Phase 44
54,11773,farmer,female,obc,National Farmer Scheme - Phase 73
54,11773,farmer,female,obc,National Farmer Scheme - Phase 78
54,11773,farmer,female,obc,National Farmer Scheme - Phase 86
32,7085,farmer,female,general,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
32,7085,farmer,female,general,PM Krishi Sinchayee Yojana (PMKSY)
32,7085,farmer,female,general,Pradhan Mantri Fasal Bima Yojana (PMFBY)
32,7085,farmer,female,general,Kisan Credit Card (KCC) Scheme
32,7085,farmer,female,general,PM Kisan Maan-Dhan Yojana (PM-KMY)
32,7085,farmer,female,general,Pradhan Mantri Matru Vandana Yojana (PMMVY)
32,7085,farmer,female,general,National Farmer Scheme - Phase 28
32,7085,farmer,female,general,National Farmer Scheme - Phase 44
32,7085,farmer,female,general,National Farmer Scheme - Phase 73
32,7085,farmer,female,general,National Farmer Scheme - Phase 78
32,7085,farmer,female,general,National Farmer Scheme - Phase 86
21,0,student,female,obc,Central Sector Scheme of Scholarship for College and University Students
21,0,student,female,obc,Pragati Scholarship Scheme for Girls
21,0,student,female,obc,Kanya Sumangala Yojana (Uttar Pradesh)
21,0,student,female,obc,Merit-cum-Means Post Matric Support - Program 41
21,0,student,female,obc,Merit-cum-Means Post Matric Support - Program 45
21,0,student,female,obc,Merit-cum-Means Post Matric Support - Program 52
21,0,student,female,obc,Merit-cum-Means Post Matric Support - Program 63
36,75156,business owner,female,general,Pradhan Mantri Matru Vandana Yojana (PMMVY)
36,75156,business owner,female,general,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
36,75156,business owner,female,general,Stand-Up India Scheme
34,0,unemployed,male,obc,Deendayal Disabled Rehabilitation Scheme (DDRS)
34,0,unemployed,male,obc,Skill Upgradation and Vocational Loan - Plan 54
34,0,unemployed,male,obc,Skill Upgradation and Vocational Loan - Plan 74
34,0,unemployed,male,obc,Skill Upgradation and Vocational Loan - Plan 82
46,85482,private employee,male,obc,Deendayal Disabled Rehabilitation Scheme (DDRS)
34,12264,farmer,female,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
34,12264,farmer,female,obc,PM Krishi Sinchayee Yojana (PMKSY)
34,12264,farmer,female,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
34,12264,farmer,female,obc,Kisan Credit Card (KCC) Scheme
34,12264,farmer,female,obc,PM Kisan Maan-Dhan Yojana (PM-KMY)
34,12264,farmer,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
34,12264,farmer,female,obc,National Farmer Scheme - Phase 28
34,12264,farmer,female,obc,National Farmer Scheme - Phase 44
34,12264,farmer,female,obc,National Farmer Scheme - Phase 73
34,12264,farmer,female,obc,National Farmer Scheme - Phase 78
34,12264,farmer,female,obc,National Farmer Scheme - Phase 86
57,6309,laborer,male,general,PM Garib Kalyan Anna Yojana (PMGKAY)
57,6309,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 26
57,6309,laborer,male,general,Social Welfare Security Scheme - Support 30
57,6309,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 36
57,6309,laborer,male,general,Social Welfare Security Scheme - Support 37
57,6309,laborer,male,general,Social Welfare Security Scheme - Support 50
57,6309,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 59
57,6309,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 65
57,6309,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 71
57,6309,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 77
57,6309,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 89
57,6309,laborer,male,general,Social Welfare Security Scheme - Support 91
57,6309,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 92
57,6309,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 94
57,6309,laborer,male,general,Ayushman Swasthya Suraksha - Yojana 98
57,6309,laborer,male,general,Social Welfare Security Scheme - Support 99
57,6309,laborer,male,general,Social Welfare Security Scheme - Support 100
23,0,student,female,sc,Central Sector Scheme of Scholarship for College and University Students
23,0,student,female,sc,Pragati Scholarship Scheme for Girls
23,0,student,female,sc,Naya Savera - Free Coaching Scheme for Minorities
23,0,student,female,sc,Maulana Azad National Fellowship for Minorities
23,0,student,female,sc,Merit-cum-Means Post Matric Support - Program 63
49,8476,farmer,male,obc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
49,8476,farmer,male,obc,PM Krishi Sinchayee Yojana (PMKSY)
49,8476,farmer,male,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
49,8476,farmer,male,obc,Kisan Credit Card (KCC) Scheme
49,8476,farmer,male,obc,National Farmer Scheme - Phase 28
49,8476,farmer,male,obc,National Farmer Scheme - Phase 31
49,8476,farmer,male,obc,National Farmer Scheme - Phase 44
49,8476,farmer,male,obc,National Farmer Scheme - Phase 73
49,8476,farmer,male,obc,National Farmer Scheme - Phase 78
49,8476,farmer,male,obc,National Farmer Scheme - Phase 86
48,73194,private employee,female,obc,Deendayal Disabled Rehabilitation Scheme (DDRS)
35,4238,farmer,male,sc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
35,4238,farmer,male,sc,PM Krishi Sinchayee Yojana (PMKSY)
35,4238,farmer,male,sc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
35,4238,farmer,male,sc,Kisan Credit Card (KCC) Scheme
35,4238,farmer,male,sc,PM Kisan Maan-Dhan Yojana (PM-KMY)
35,4238,farmer,male,sc,National Farmer Scheme - Phase 28
35,4238,farmer,male,sc,National Farmer Scheme - Phase 31
35,4238,farmer,male,sc,National Farmer Scheme - Phase 44
35,4238,farmer,male,sc,National Farmer Scheme - Phase 73
35,4238,farmer,male,sc,National Farmer Scheme - Phase 78
35,4238,farmer,male,sc,National Farmer Scheme - Phase 86
21,0,student,male,general,Deendayal Disabled Rehabilitation Scheme (DDRS)
21,0,student,male,general,Merit-cum-Means Post Matric Support - Program 41
21,0,student,male,general,Merit-cum-Means Post Matric Support - Program 45
21,0,student,male,general,Merit-cum-Means Post Matric Support - Program 52
53,10735,farmer,female,sc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
53,10735,farmer,female,sc,Kisan Credit Card (KCC) Scheme
32,0,unemployed,female,ews,Pradhan Mantri Matru Vandana Yojana (PMMVY)
32,0,unemployed,female,ews,Skill Upgradation and Vocational Loan - Plan 42
32,0,unemployed,female,ews,Skill Upgradation and Vocational Loan - Plan 54
32,0,unemployed,female,ews,Skill Upgradation and Vocational Loan - Plan 74
32,0,unemployed,female,ews,Skill Upgradation and Vocational Loan - Plan 82
55,9060,farmer,male,sc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
55,9060,farmer,male,sc,PM Krishi Sinchayee Yojana (PMKSY)
55,9060,farmer,male,sc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
55,9060,farmer,male,sc,Kisan Credit Card (KCC) Scheme
55,9060,farmer,male,sc,National Farmer Scheme - Phase 28
55,9060,farmer,male,sc,National Farmer Scheme - Phase 31
55,9060,farmer,male,sc,National Farmer Scheme - Phase 44
55,9060,farmer,male,sc,National Farmer Scheme - Phase 73
55,9060,farmer,male,sc,National Farmer Scheme - Phase 78
55,9060,farmer,male,sc,National Farmer Scheme - Phase 86
29,19968,private employee,female,st,Pradhan Mantri Matru Vandana Yojana (PMMVY)
18,0,unemployed,female,obc,Skill Upgradation and Vocational Loan - Plan 48
18,0,unemployed,female,obc,Skill Upgradation and Vocational Loan - Plan 54
18,0,unemployed,female,obc,Skill Upgradation and Vocational Loan - Plan 74
18,0,unemployed,female,obc,Skill Upgradation and Vocational Loan - Plan 82
49,7345,farmer,male,general,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
49,7345,farmer,male,general,PM Krishi Sinchayee Yojana (PMKSY)
49,7345,farmer,male,general,Pradhan Mantri Fasal Bima Yojana (PMFBY)
49,7345,farmer,male,general,Kisan Credit Card (KCC) Scheme
49,7345,farmer,male,general,National Farmer Scheme - Phase 28
49,7345,farmer,male,general,National Farmer Scheme - Phase 31
49,7345,farmer,male,general,National Farmer Scheme - Phase 44
49,7345,farmer,male,general,National Farmer Scheme - Phase 73
49,7345,farmer,male,general,National Farmer Scheme - Phase 78
49,7345,farmer,male,general,National Farmer Scheme - Phase 86
20,0,student,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
66,18049,retired,male,general,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 27
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 35
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 57
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 60
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 66
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 69
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 72
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 80
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 84
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 88
66,18049,retired,male,general,Senior Citizen Financial Security - Pension 95
18,0,student,female,sc,Kanya Sumangala Yojana (Uttar Pradesh)
65,17292,retired,male,obc,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 27
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 35
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 57
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 60
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 66
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 69
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 72
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 80
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 84
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 88
65,17292,retired,male,obc,Senior Citizen Financial Security - Pension 95
31,11332,laborer,female,st,Pradhan Mantri Matru Vandana Yojana (PMMVY)
45,8083,laborer,male,obc,PM Garib Kalyan Anna Yojana (PMGKAY)
45,8083,laborer,male,obc,Social Welfare Security Scheme - Support 30
45,8083,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 36
45,8083,laborer,male,obc,Social Welfare Security Scheme - Support 37
45,8083,laborer,male,obc,Social Welfare Security Scheme - Support 50
45,8083,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 59
45,8083,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 65
45,8083,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 71
45,8083,laborer,male,obc,Social Welfare Security Scheme - Support 76
45,8083,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 77
45,8083,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 89
45,8083,laborer,male,obc,Social Welfare Security Scheme - Support 91
45,8083,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 92
45,8083,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 94
45,8083,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 98
45,8083,laborer,male,obc,Social Welfare Security Scheme - Support 99
45,8083,laborer,male,obc,Social Welfare Security Scheme - Support 100
39,70436,business owner,female,sc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
39,70436,business owner,female,sc,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
56,6895,laborer,male,obc,PM Garib Kalyan Anna Yojana (PMGKAY)
56,6895,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 26
56,6895,laborer,male,obc,Social Welfare Security Scheme - Support 30
56,6895,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 36
56,6895,laborer,male,obc,Social Welfare Security Scheme - Support 37
56,6895,laborer,male,obc,Social Welfare Security Scheme - Support 50
56,6895,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 59
56,6895,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 65
56,6895,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 71
56,6895,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 77
56,6895,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 89
56,6895,laborer,male,obc,Social Welfare Security Scheme - Support 91
56,6895,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 92
56,6895,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 94
56,6895,laborer,male,obc,Ayushman Swasthya Suraksha - Yojana 98
56,6895,laborer,male,obc,Social Welfare Security Scheme - Support 99
56,6895,laborer,male,obc,Social Welfare Security Scheme - Support 100
41,47697,government employee,female,sc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
34,29312,private employee,female,ews,Pradhan Mantri Matru Vandana Yojana (PMMVY)
39,4118,farmer,male,sc,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
39,4118,farmer,male,sc,PM Krishi Sinchayee Yojana (PMKSY)
39,4118,farmer,male,sc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
39,4118,farmer,male,sc,Kisan Credit Card (KCC) Scheme
39,4118,farmer,male,sc,PM Kisan Maan-Dhan Yojana (PM-KMY)
39,4118,farmer,male,sc,Indira Gandhi National Disability Pension Scheme (IGNDPS)
39,4118,farmer,male,sc,Deendayal Disabled Rehabilitation Scheme (DDRS)
39,4118,farmer,male,sc,PM Garib Kalyan Anna Yojana (PMGKAY)
39,4118,farmer,male,sc,Pradhan Mantri Awas Yojana - Gramin (PMAY-G)
39,4118,farmer,male,sc,Mo Ghara Yojana (Odisha Housing Scheme)
39,4118,farmer,male,sc,National Farmer Scheme - Phase 28
39,4118,farmer,male,sc,Social Welfare Security Scheme - Support 30
39,4118,farmer,male,sc,National Farmer Scheme - Phase 31
39,4118,farmer,male,sc,Awas Sahayata Gramin - Allocation 33
39,4118,farmer,male,sc,Ayushman Swasthya Suraksha - Yojana 36
39,4118,farmer,male,sc,Social Welfare Security Scheme - Support 37
39,4118,farmer,male,sc,National Farmer Scheme - Phase 44
39,4118,farmer,male,sc,Awas Sahayata Gramin - Allocation 46
39,4118,farmer,male,sc,Social Welfare Security Scheme - Support 50
39,4118,farmer,male,sc,Awas Sahayata Gramin - Allocation 56
39,4118,farmer,male,sc,Awas Sahayata Gramin - Allocation 58
39,4118,farmer,male,sc,Ayushman Swasthya Suraksha - Yojana 59
39,4118,farmer,male,sc,Ayushman Swasthya Suraksha - Yojana 65
39,4118,farmer,male,sc,Awas Sahayata Gramin - Allocation 67
39,4118,farmer,male,sc,Ayushman Swasthya Suraksha - Yojana 71
39,4118,farmer,male,sc,National Farmer Scheme - Phase 73
39,4118,farmer,male,sc,Awas Sahayata Gramin - Allocation 75
39,4118,farmer,male,sc,Ayushman Swasthya Suraksha - Yojana 77
39,4118,farmer,male,sc,National Farmer Scheme - Phase 78
39,4118,farmer,male,sc,National Farmer Scheme - Phase 86
39,4118,farmer,male,sc,Ayushman Swasthya Suraksha - Yojana 89
39,4118,farmer,male,sc,Social Welfare Security Scheme - Support 91
39,4118,farmer,male,sc,Ayushman Swasthya Suraksha - Yojana 92
39,4118,farmer,male,sc,Ayushman Swasthya Suraksha - Yojana 94
39,4118,farmer,male,sc,Ayushman Swasthya Suraksha - Yojana 98
39,4118,farmer,male,sc,Social Welfare Security Scheme - Support 99
39,4118,farmer,male,sc,Social Welfare Security Scheme - Support 100
44,79112,government employee,female,obc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
42,0,unemployed,female,sc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
42,0,unemployed,female,sc,PM Garib Kalyan Anna Yojana (PMGKAY)
42,0,unemployed,female,sc,Pradhan Mantri Awas Yojana - Gramin (PMAY-G)
42,0,unemployed,female,sc,Mo Ghara Yojana (Odisha Housing Scheme)
42,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 36
42,0,unemployed,female,sc,Social Welfare Security Scheme - Support 37
42,0,unemployed,female,sc,Awas Sahayata Gramin - Allocation 56
42,0,unemployed,female,sc,Awas Sahayata Gramin - Allocation 58
42,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 59
42,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 65
42,0,unemployed,female,sc,Awas Sahayata Gramin - Allocation 67
42,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 71
42,0,unemployed,female,sc,Awas Sahayata Gramin - Allocation 75
42,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 89
42,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 90
42,0,unemployed,female,sc,Social Welfare Security Scheme - Support 91
42,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 92
42,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 94
42,0,unemployed,female,sc,Ayushman Swasthya Suraksha - Yojana 98
42,0,unemployed,female,sc,Social Welfare Security Scheme - Support 99
42,0,unemployed,female,sc,Social Welfare Security Scheme - Support 100
37,54498,business owner,male,obc,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
40,14809,farmer,female,general,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
40,14809,farmer,female,general,PM Krishi Sinchayee Yojana (PMKSY)
40,14809,farmer,female,general,Pradhan Mantri Fasal Bima Yojana (PMFBY)
40,14809,farmer,female,general,Kisan Credit Card (KCC) Scheme
40,14809,farmer,female,general,PM Kisan Maan-Dhan Yojana (PM-KMY)
40,14809,farmer,female,general,Pradhan Mantri Matru Vandana Yojana (PMMVY)
40,14809,farmer,female,general,Deendayal Disabled Rehabilitation Scheme (DDRS)
40,14809,farmer,female,general,National Farmer Scheme - Phase 28
40,14809,farmer,female,general,National Farmer Scheme - Phase 44
40,14809,farmer,female,general,National Farmer Scheme - Phase 73
40,14809,farmer,female,general,National Farmer Scheme - Phase 78
40,14809,farmer,female,general,National Farmer Scheme - Phase 86
31,11356,laborer,female,sc,Pradhan Mantri Matru Vandana Yojana (PMMVY)
28,5902,farmer,male,obc,Pradhan Mantri Fasal Bima Yojana (PMFBY)
28,5902,farmer,male,obc,Kisan Credit Card (KCC) Scheme
28,5902,farmer,male,obc,PM Garib Kalyan Anna Yojana (PMGKAY)
28,5902,farmer,male,obc,Social Welfare Security Scheme - Support 30
28,5902,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 36
28,5902,farmer,male,obc,Social Welfare Security Scheme - Support 37
28,5902,farmer,male,obc,Social Welfare Security Scheme - Support 50
28,5902,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 59
28,5902,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 65
28,5902,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 71
28,5902,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 77
28,5902,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 89
28,5902,farmer,male,obc,Social Welfare Security Scheme - Support 91
28,5902,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 92
28,5902,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 94
28,5902,farmer,male,obc,Ayushman Swasthya Suraksha - Yojana 98
28,5902,farmer,male,obc,Social Welfare Security Scheme - Support 99
28,5902,farmer,male,obc,Social Welfare Security Scheme - Support 100
25,56409,business owner,male,sc,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
25,56409,business owner,male,sc,Stand-Up India Scheme
46,80847,business owner,female,general,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
46,80847,business owner,female,general,Stand-Up India Scheme
43,78234,business owner,female,st,Pradhan Mantri Matru Vandana Yojana (PMMVY)
43,78234,business owner,female,st,Pradhan Mantri Mudra Yojana (PMMY) - Shishu
43,78234,business owner,female,st,Stand-Up India Scheme
64,18238,retired,female,ews,Pradhan Mantri Vaya Vandana Yojana (PMVVY)
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 27
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 35
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 57
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 60
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 66
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 69
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 72
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 80
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 84
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 88
64,18238,retired,female,ews,Senior Citizen Financial Security - Pension 95
20,0,student,male,sc,Post Matric Scholarship Scheme for SC Students
20,0,student,male,sc,Central Sector Scheme of Scholarship for College and University Students
20,0,student,male,sc,Merit-cum-Means Post Matric Support - Program 41
20,0,student,male,sc,Merit-cum-Means Post Matric Support - Program 45
20,0,student,male,sc,Merit-cum-Means Post Matric Support - Program 52
20,0,student,male,sc,Merit-cum-Means Post Matric Support - Program 63
20,0,student,male,sc,Merit-cum-Means Post Matric Support - Program 81
20,0,student,male,sc,Merit-cum-Means Post Matric Support - Program 83
30,7399,farmer,female,general,Pradhan Mantri Kisan Samman Nidhi (PM-KISAN)
30,7399,farmer,female,general,PM Krishi Sinchayee Yojana (PMKSY)
30,7399,farmer,female,general,Pradhan Mantri Fasal Bima Yojana (PMFBY)
30,7399,farmer,female,general,Kisan Credit Card (KCC) Scheme
30,7399,farmer,female,general,PM Kisan Maan-Dhan Yojana (PM-KMY)
30,7399,farmer,female,general,Pradhan Mantri Matru Vandana Yojana (PMMVY)
30,7399,farmer,female,general,National Farmer Scheme - Phase 28
30,7399,farmer,female,general,National Farmer Scheme - Phase 44
30,7399,farmer,female,general,National Farmer Scheme - Phase 73
30,7399,farmer,female,general,National Farmer Scheme - Phase 78
30,7399,farmer,female,general,National Farmer Scheme - Phase 86
40,6286,laborer,male,st,PM Garib Kalyan Anna Yojana (PMGKAY)
40,6286,laborer,male,st,Pradhan Mantri Awas Yojana - Gramin (PMAY-G)
40,6286,laborer,male,st,Mo Ghara Yojana (Odisha Housing Scheme)
40,6286,laborer,male,st,Social Welfare Security Scheme - Support 30
40,6286,laborer,male,st,Awas Sahayata Gramin - Allocation 33
40,6286,laborer,male,st,Ayushman Swasthya Suraksha - Yojana 36
40,6286,laborer,male,st,Social Welfare Security Scheme - Support 37
40,6286,laborer,male,st,Awas Sahayata Gramin - Allocation 46
40,6286,laborer,male,st,Social Welfare Security Scheme - Support 50
40,6286,laborer,male,st,Awas Sahayata Gramin - Allocation 56
40,6286,laborer,male,st,Awas Sahayata Gramin - Allocation 58
40,6286,laborer,male,st,Ayushman Swasthya Suraksha - Yojana 59
40,6286,laborer,male,st,Ayushman Swasthya Suraksha - Yojana 65
40,6286,laborer,male,st,Awas Sahayata Gramin - Allocation 67
40,6286,laborer,male,st,Ayushman Swasthya Suraksha - Yojana 71
40,6286,laborer,male,st,Awas Sahayata Gramin - Allocation 75
40,6286,laborer,male,st,Ayushman Swasthya Suraksha - Yojana 77
40,6286,laborer,male,st,Ayushman Swasthya Suraksha - Yojana 89
40,6286,laborer,male,st,Social Welfare Security Scheme - Support 91
40,6286,laborer,male,st,Ayushman Swasthya Suraksha - Yojana 92
40,6286,laborer,male,st,Ayushman Swasthya Suraksha - Yojana 94
40,6286,laborer,male,st,Ayushman Swasthya Suraksha - Yojana 98
40,6286,laborer,male,st,Social Welfare Security Scheme - Support 99
40,6286,laborer,male,st,Social Welfare Security Scheme - Support 100
29,7942,laborer,male,ews,PM Garib Kalyan Anna Yojana (PMGKAY)
29,7942,laborer,male,ews,Social Welfare Security Scheme - Support 30
29,7942,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 36
29,7942,laborer,male,ews,Social Welfare Security Scheme - Support 37
29,7942,laborer,male,ews,Social Welfare Security Scheme - Support 50
29,7942,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 59
29,7942,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 65
29,7942,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 71
29,7942,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 77
29,7942,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 89
29,7942,laborer,male,ews,Social Welfare Security Scheme - Support 91
29,7942,laborer,male,ews,Ayushman Swasthya Suraksha - Yojana 92
